variant,question,expected_no_answer,question_type,difficulty,knowledge_scope,crag_action,hit,mrr,recall,precision,correctness,faithfulness,relevance,fallback_appropriate,hallucination,issue_type,summary
"BASELINE_B","省基金项目对申请人同年度可申报数量是否有规定？比如能否同时报面上项目和青年项目？",false,"policy","easy","research_kb","ANSWER",0.0,0.0,0.0,0.0,5,4,5,true,true,"generation","答案正确但存在证据未支持的细节编造"
"SYSTEM","省基金项目对申请人同年度可申报数量是否有规定？比如能否同时报面上项目和青年项目？",false,"policy","easy","research_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,5,5,5,true,false,"none","回答准确完整，完全符合证据"
"BASELINE_A","国新院学生申请临时困难补助的适用情形有哪些？",false,"eligibility","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,4,2,5,false,true,"generation","内容基本符合但存在编造细节"
"BASELINE_B","国新院学生申请临时困难补助的适用情形有哪些？",false,"eligibility","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到补助政策相关证据"
"SYSTEM","国新院学生申请临时困难补助的适用情形有哪些？",false,"eligibility","medium","affairs_kb","ANSWER",1.0,0.5,1.0,0.16666666666666666,5,5,5,true,false,"none","回答完全符合标准答案，忠实于证据"
"BASELINE_A","国新院临时困难补助的资助额度分为哪几档？",false,"policy","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,4,false,true,"generation","资助额度分档错误且无依据"
"BASELINE_B","国新院临时困难补助的资助额度分为哪几档？",false,"policy","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","检索失败，未找到补助分档信息"
"SYSTEM","国新院临时困难补助的资助额度分为哪几档？",false,"policy","easy","affairs_kb","ANSWER",1.0,0.5,1.0,0.2,5,3,5,true,true,"generation","额度分档正确，但编造评分体系和评定维度"
"BASELINE_A","国新院学生工作部在临时困难补助工作中承担什么具体职责？",false,"procedure","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,3,1,4,false,true,"generation","回答编造大量细节，证据缺失"
"BASELINE_B","国新院学生工作部在临时困难补助工作中承担什么具体职责？",false,"procedure","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关职责信息"
"SYSTEM","国新院学生工作部在临时困难补助工作中承担什么具体职责？",false,"procedure","easy","affairs_kb","ANSWER",1.0,0.5,1.0,0.16666666666666666,3,2,4,true,true,"generation","回答编造了评分体系、档次金额等证据未提及内容"
"BASELINE_A","杭州北航国际创新研究院的学生参与科研项目领取劳务费，需要满足什么派驻要求？",false,"eligibility","easy","finance_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但未给出标准答案"
"BASELINE_B","杭州北航国际创新研究院的学生参与科研项目领取劳务费，需要满足什么派驻要求？",false,"eligibility","easy","finance_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答准确、忠于证据、紧扣问题"
"SYSTEM","杭州北航国际创新研究院的学生参与科研项目领取劳务费，需要满足什么派驻要求？",false,"eligibility","easy","finance_kb","ANSWER",1.0,0.5,1.0,0.16666666666666666,5,5,5,true,false,"none","回答准确且完全基于证据"
"BASELINE_A","横向科研项目中，哪些人员类型可以领取劳务费？",false,"eligibility","medium","finance_kb","ANSWER",0.0,0.0,0.0,0.0,3,1,4,false,true,"generation","回答编造细节，与标准答案不符"
"BASELINE_B","横向科研项目中，哪些人员类型可以领取劳务费？",false,"eligibility","medium","finance_kb","ANSWER",0.0,0.0,0.0,0.0,4,3,5,true,true,"generation","回答基本正确但编造了博士后、访问学者等未见于证据的人员类型"
"SYSTEM","横向科研项目中，哪些人员类型可以领取劳务费？",false,"eligibility","medium","finance_kb","ANSWER",1.0,0.3333333333333333,1.0,0.16666666666666666,3,2,5,true,true,"generation","错误添加科研辅助人员、博士后、访问学者等未见证据支持的类型"
"BASELINE_A","学生首次申领科研劳务费时，需额外提交什么材料？",false,"procedure","easy","finance_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,4,false,true,"generation","回答编造材料名称，与标准答案不符"
"BASELINE_B","学生首次申领科研劳务费时，需额外提交什么材料？",false,"procedure","easy","finance_kb","ANSWER",0.0,0.0,0.0,0.0,2,1,3,false,true,"generation","回答编造材料，与证据和标准答案不符"
"SYSTEM","学生首次申领科研劳务费时，需额外提交什么材料？",false,"procedure","easy","finance_kb","ANSWER",1.0,0.25,1.0,0.16666666666666666,5,5,5,true,false,"none","回答准确完整，完全依据证据"
"BASELINE_A","海洋同学申请临时困难补助的原因是什么？",false,"eligibility","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,3,false,false,"retrieval","应答但未检索到证据，错误拒答"
"BASELINE_B","海洋同学申请临时困难补助的原因是什么？",false,"eligibility","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关证据"
"SYSTEM","海洋同学申请临时困难补助的原因是什么？",false,"eligibility","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到海洋同学相关信息"
"BASELINE_A","海洋同学父亲所患疾病名称及确诊时间是什么？",false,"medical|time","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","检索失败导致无法作答"
"BASELINE_B","海洋同学父亲所患疾病名称及确诊时间是什么？",false,"medical|time","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关证据"
"SYSTEM","海洋同学父亲所患疾病名称及确诊时间是什么？",false,"medical|time","easy","integrated_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但无检索证据导致拒答错误"
"BASELINE_A","海洋同学家庭每月需承担的自费治疗费用约为多少？更换治疗方案后的日均费用是多少？",false,"financial","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","检索失败导致未作答"
"BASELINE_B","海洋同学家庭每月需承担的自费治疗费用约为多少？更换治疗方案后的日均费用是多少？",false,"financial","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关治疗费用信息"
"SYSTEM","海洋同学家庭每月需承担的自费治疗费用约为多少？更换治疗方案后的日均费用是多少？",false,"financial","medium","integrated_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","应答但无检索证据导致拒答错误"
"BASELINE_A","学生服务中心采购的学生证自助注册机单价是多少？",false,"material","easy","finance_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答但未检索到关键信息"
"BASELINE_B","学生服务中心采购的学生证自助注册机单价是多少？",false,"material","easy","finance_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答准确、忠实证据、无幻觉"
"SYSTEM","学生服务中心采购的学生证自助注册机单价是多少？",false,"material","easy","finance_kb","ANSWER",1.0,0.3333333333333333,1.0,0.3333333333333333,5,5,5,true,false,"none","回答准确、忠实证据、无幻觉"
"BASELINE_A","用于学生自助报到注册的耗材（如防伪注册标签）共采购了多少件？",false,"material","easy","finance_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答但未检索到证据导致拒答"
"BASELINE_B","用于学生自助报到注册的耗材（如防伪注册标签）共采购了多少件？",false,"material","easy","finance_kb","ANSWER",1.0,0.3333333333333333,1.0,0.2,5,5,5,true,false,"none","回答准确、忠实证据、无幻觉"
"SYSTEM","用于学生自助报到注册的耗材（如防伪注册标签）共采购了多少件？",false,"material","easy","finance_kb","ANSWER",1.0,0.3333333333333333,1.0,0.3333333333333333,5,5,5,true,false,"none","回答准确、忠实证据、无幻觉"
"BASELINE_A","采购清单中哪项设备是用于学生公共空间自主借还书籍的？",false,"material","medium","finance_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"fallback","应答但错误拒答"
"BASELINE_B","采购清单中哪项设备是用于学生公共空间自主借还书籍的？",false,"material","medium","finance_kb","ANSWER",1.0,1.0,1.0,0.2,5,5,5,true,false,"none","回答准确、忠实证据、紧扣问题"
"SYSTEM","采购清单中哪项设备是用于学生公共空间自主借还书籍的？",false,"material","medium","finance_kb","ANSWER",1.0,0.3333333333333333,1.0,0.25,5,1,5,false,true,"generation","答案正确但证据中未见该设备信息"
"BASELINE_A","每天闭馆后图书馆对电子存包柜会做哪些处理？读者物品若被清理，责任如何划分？",false,"procedure","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,4,1,5,false,true,"generation","回答编造自动清空等细节，证据缺失"
"BASELINE_B","每天闭馆后图书馆对电子存包柜会做哪些处理？读者物品若被清理，责任如何划分？",false,"procedure","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,4,4,5,true,true,"generation","基本正确但编造领取地点为二层咨询台"
"SYSTEM","每天闭馆后图书馆对电子存包柜会做哪些处理？读者物品若被清理，责任如何划分？",false,"procedure","medium","affairs_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","应答但无检索证据导致拒答错误"
"BASELINE_A","办理购汇多余款退汇时，需要提供哪些账户相关信息？",false,"procedure","easy","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,1,false,false,"retrieval","应答但未检索到证据导致拒答"
"BASELINE_B","办理购汇多余款退汇时，需要提供哪些账户相关信息？",false,"procedure","easy","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未返回任何有效信息"
"SYSTEM","办理购汇多余款退汇时，需要提供哪些账户相关信息？",false,"procedure","easy","external_kb","ANSWER",1.0,0.5,1.0,0.16666666666666666,4,4,5,true,true,"generation","答案基本正确但添加了证据未要求的冗余信息"
"BASELINE_A","中国农业银行杭州瓶窑支行的开户行代码是多少？",false,"contact","easy","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但未检索到关键信息"
"BASELINE_B","中国农业银行杭州瓶窑支行的开户行代码是多少？",false,"contact","easy","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","应答错误，证据中已含开户行信息"
"SYSTEM","中国农业银行杭州瓶窑支行的开户行代码是多少？",false,"contact","easy","external_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但无检索证据导致拒答"
"BASELINE_A","杭州市北京航空航天大学国际创新研究院的统一社会信用代码是多少？",false,"eligibility","easy","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"fallback","应答但未回答，错误拒答"
"BASELINE_B","杭州市北京航空航天大学国际创新研究院的统一社会信用代码是多少？",false,"eligibility","easy","external_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答完全正确且忠于证据"
"SYSTEM","杭州市北京航空航天大学国际创新研究院的统一社会信用代码是多少？",false,"eligibility","easy","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","应答错误，未检索到但标准答案存在"
"BASELINE_A","学生想荐购一本外文原版图书，但老师正在国外工作，能否直接代为购买并报销？",false,"procedure","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但未检索到证据"
"BASELINE_B","学生想荐购一本外文原版图书，但老师正在国外工作，能否直接代为购买并报销？",false,"procedure","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关政策依据"
"SYSTEM","学生想荐购一本外文原版图书，但老师正在国外工作，能否直接代为购买并报销？",false,"procedure","medium","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,2,3,4,false,true,"generation","回答偏离标准答案，编造流程且未明确否定代购报销"
"BASELINE_A","本科生想推荐一个新数据库，是否可以直接通过荐购系统提交？",false,"eligibility","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,4,false,true,"generation","回答与标准答案矛盾，且无证据支持"
"BASELINE_B","本科生想推荐一个新数据库，是否可以直接通过荐购系统提交？",false,"eligibility","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未命中关键政策文档"
"SYSTEM","本科生想推荐一个新数据库，是否可以直接通过荐购系统提交？",false,"eligibility","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","检索失败，未命中关键政策依据"
"BASELINE_A","使用钉钉进行图书荐购时，对网络环境有什么要求？",false,"procedure","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答错误，标准答案明确需校园网"
"BASELINE_B","使用钉钉进行图书荐购时，对网络环境有什么要求？",false,"procedure","easy","affairs_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关证据"
"SYSTEM","使用钉钉进行图书荐购时，对网络环境有什么要求？",false,"procedure","easy","affairs_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,3,3,false,false,"retrieval","应答错误，标准答案明确为校园网"
"BASELINE_A","浙江省制造业首台（套）产品认定申报每年什么时候开始？",false,"time","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答但未检索到关键信息"
"BASELINE_B","浙江省制造业首台（套）产品认定申报每年什么时候开始？",false,"time","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,1,2,false,true,"generation","回答完全偏离事实且编造细节"
"SYSTEM","浙江省制造业首台（套）产品认定申报每年什么时候开始？",false,"time","easy","integrated_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,3,3,false,false,"retrieval","应答已知信息却称无数据"
"BASELINE_A","申报浙江省首台（套）产品前，企业需自行确认什么？",false,"procedure","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答错误，标准答案为‘申报资格’"
"BASELINE_B","申报浙江省首台（套）产品前，企业需自行确认什么？",false,"procedure","medium","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关证据"
"SYSTEM","申报浙江省首台（套）产品前，企业需自行确认什么？",false,"procedure","medium","integrated_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","应答标准答案却返回无信息"
"BASELINE_A","浙江省制造业首台（套）产品包括哪几类？",false,"material","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答但未检索到证据导致拒答错误"
"BASELINE_B","浙江省制造业首台（套）产品包括哪几类？",false,"material","easy","integrated_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关证据"
"SYSTEM","浙江省制造业首台（套）产品包括哪几类？",false,"material","easy","integrated_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"fallback","应答而未答，错误兜底"
"BASELINE_A","2025年春季学期新增的国情类课程有哪些？",false,"procedure","easy","academic_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但未检索到证据，错误拒答"
"BASELINE_B","2025年春季学期新增的国情类课程有哪些？",false,"procedure","easy","academic_kb","ANSWER",0.0,0.0,0.0,0.0,2,1,4,false,true,"generation","回答编造两门不存在的新增课程"
"SYSTEM","2025年春季学期新增的国情类课程有哪些？",false,"procedure","easy","academic_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,4,3,5,true,true,"generation","课程名称基本正确，但两门经典研读课程代码系编造"
"BASELINE_A","《中国经典研读3-经部》这门课由哪个学院开设？",false,"contact","easy","academic_kb","ANSWER",0.0,0.0,0.0,0.0,2,1,4,false,true,"generation","学院名称错误且无依据"
"BASELINE_B","《中国经典研读3-经部》这门课由哪个学院开设？",false,"contact","easy","academic_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答准确、忠实证据、无幻觉"
"SYSTEM","《中国经典研读3-经部》这门课由哪个学院开设？",false,"contact","easy","academic_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,5,3,5,true,true,"generation","学院正确，但课程代码和开课学期属编造"
"BASELINE_A","‘国粹匠心：非遗手工艺的创新实践’这门课是哪一学期新增的？",false,"time","medium","academic_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但未检索到证据"
"BASELINE_B","‘国粹匠心：非遗手工艺的创新实践’这门课是哪一学期新增的？",false,"time","medium","academic_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答完全正确且忠于证据"
"SYSTEM","‘国粹匠心：非遗手工艺的创新实践’这门课是哪一学期新增的？",false,"time","medium","academic_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,5,5,5,true,false,"none","回答完全正确且忠于证据"
"BASELINE_A","如果乙方设计质量不满足合同或国家要求，需要返工但未在规定时间内完成，甲方可以采取什么措施？",false,"procedure","medium","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答但未检索到证据，错误兜底"
"BASELINE_B","如果乙方设计质量不满足合同或国家要求，需要返工但未在规定时间内完成，甲方可以采取什么措施？",false,"procedure","medium","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答完全符合合同条款，无编造"
"SYSTEM","如果乙方设计质量不满足合同或国家要求，需要返工但未在规定时间内完成，甲方可以采取什么措施？",false,"procedure","medium","campus_life_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","应答有标准答案却返回无信息"
"BASELINE_A","乙方能否将本合同项下的设计业务分包给第三方？",false,"policy","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"fallback","应答但错误兜底，实际有标准答案"
"BASELINE_B","乙方能否将本合同项下的设计业务分包给第三方？",false,"policy","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答完全符合合同条款，准确完整"
"SYSTEM","乙方能否将本合同项下的设计业务分包给第三方？",false,"policy","easy","campus_life_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,1,1,false,false,"retrieval","应答但无证据导致错误拒答"
"BASELINE_A","在设备材料难以按期采购时，乙方应履行哪些配合义务？",false,"procedure","medium","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答但未检索到证据，错误拒答"
"BASELINE_B","在设备材料难以按期采购时，乙方应履行哪些配合义务？",false,"procedure","medium","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,4,3,5,true,true,"generation","回答基本正确但部分细节无证据支持"
"SYSTEM","在设备材料难以按期采购时，乙方应履行哪些配合义务？",false,"procedure","medium","campus_life_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","应答但无依据，属检索失败"
"BASELINE_A","提交外方邀请函时，对文件格式有什么具体要求？",false,"procedure","easy","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答错误，标准答案明确但系统拒答"
"BASELINE_B","提交外方邀请函时，对文件格式有什么具体要求？",false,"procedure","easy","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","检索失败，应答错误拒答"
"SYSTEM","提交外方邀请函时，对文件格式有什么具体要求？",false,"procedure","easy","external_kb","ANSWER",1.0,0.5,1.0,0.16666666666666666,4,3,5,true,true,"generation","格式要求正确，但添加了证据未支持的细节"
"BASELINE_A","如果出访行程涉及北京和上海两个城市，邀请函应如何准备？",false,"procedure","medium","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","应答错误，未给出标准答案"
"BASELINE_B","如果出访行程涉及北京和上海两个城市，邀请函应如何准备？",false,"procedure","medium","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到相关邀请函要求"
"SYSTEM","如果出访行程涉及北京和上海两个城市，邀请函应如何准备？",false,"procedure","medium","external_kb","ANSWER",1.0,0.5,1.0,0.16666666666666666,5,4,5,true,true,"generation","数量要求正确，但添加了证据未支持的细节"
"BASELINE_A","外方邀请函必须包含哪些关键信息要素？",false,"policy","hard","external_kb","ANSWER",0.0,0.0,0.0,0.0,2,1,4,false,true,"generation","回答严重偏离标准答案，编造大量未提供证据的信息"
"BASELINE_B","外方邀请函必须包含哪些关键信息要素？",false,"policy","hard","external_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，应答错误拒答"
"SYSTEM","外方邀请函必须包含哪些关键信息要素？",false,"policy","hard","external_kb","ANSWER",1.0,0.5,1.0,0.2,5,5,5,true,false,"none","回答全面准确，严格依据证据"
"BASELINE_A","北航国际创新研究院20号楼装修改造工程的施工地点和具体实施范围是什么？",false,"procedure","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但未检索到证据，错误拒答"
"BASELINE_B","北航国际创新研究院20号楼装修改造工程的施工地点和具体实施范围是什么？",false,"procedure","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,5,4,5,true,false,"none","回答准确且忠于证据，无幻觉"
"SYSTEM","北航国际创新研究院20号楼装修改造工程的施工地点和具体实施范围是什么？",false,"procedure","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,1,false,false,"retrieval","应答错误，实际有相关信息"
"BASELINE_A","该装修工程的安全文明施工基本费费率是多少？计算基数是什么？",false,"policy","medium","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但未检索到证据导致拒答"
"BASELINE_B","该装修工程的安全文明施工基本费费率是多少？计算基数是什么？",false,"policy","medium","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答完全准确且忠实于证据"
"SYSTEM","该装修工程的安全文明施工基本费费率是多少？计算基数是什么？",false,"policy","medium","campus_life_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但无检索证据导致拒答"
"BASELINE_A","根据本需求书，装修工程规费的最低执行标准是多少？依据哪个文件规定的过渡期政策？",false,"policy","hard","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答但未检索到证据，错误拒答"
"BASELINE_B","根据本需求书，装修工程规费的最低执行标准是多少？依据哪个文件规定的过渡期政策？",false,"policy","hard","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,3,2,5,false,true,"generation","规费最低标准数值错误，文件号编造"
"SYSTEM","根据本需求书，装修工程规费的最低执行标准是多少？依据哪个文件规定的过渡期政策？",false,"policy","hard","campus_life_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但无检索证据导致拒答错误"
"BASELINE_A","监理合同在什么条件下正式生效？",false,"procedure","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","应答问题但未检索到证据"
"BASELINE_B","监理合同在什么条件下正式生效？",false,"procedure","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答准确、忠实证据、紧扣问题"
"SYSTEM","监理合同在什么条件下正式生效？",false,"procedure","easy","campus_life_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,1,1,false,false,"fallback","应答却错误兜底"
"BASELINE_A","如果工程因非监理人原因暂停超过182天，监理人是否有权解除合同？依据是什么？",false,"procedure","medium","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答但未检索到证据，错误拒答"
"BASELINE_B","如果工程因非监理人原因暂停超过182天，监理人是否有权解除合同？依据是什么？",false,"procedure","medium","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,5,5,5,true,false,"none","回答完全符合标准答案和证据"
"SYSTEM","如果工程因非监理人原因暂停超过182天，监理人是否有权解除合同？依据是什么？",false,"procedure","medium","campus_life_kb","REFINE",0.0,0.0,0.0,0.0,1,5,1,false,false,"retrieval","检索失败，未找到合同解除条款"
"BASELINE_A","当委托人拖欠监理酬金时，监理人可采取哪些递进式救济措施？",false,"procedure","medium","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答问题但未检索到证据，错误兜底"
"BASELINE_B","当委托人拖欠监理酬金时，监理人可采取哪些递进式救济措施？",false,"procedure","medium","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,3,2,4,false,true,"generation","回答编造了催付起点（28天）和暂停前提，与证据不符"
"SYSTEM","当委托人拖欠监理酬金时，监理人可采取哪些递进式救济措施？",false,"procedure","medium","campus_life_kb","NO_ANSWER",0.0,0.0,0.0,0.0,1,1,1,false,false,"retrieval","应答但未检索到证据导致拒答"
"BASELINE_A","院内工作人员因加班错过正常用餐时间，应走哪个审批流程？",false,"procedure","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,3,false,false,"retrieval","应答错误，未给出标准答案"
"BASELINE_B","院内工作人员因加班错过正常用餐时间，应走哪个审批流程？",false,"procedure","easy","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,5,4,5,true,true,"generation","答案正确但编造了未提及的餐标和结算时限"
"SYSTEM","院内工作人员因加班错过正常用餐时间，应走哪个审批流程？",false,"procedure","easy","campus_life_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,5,5,5,true,false,"none","回答完全正确且忠于证据"
"BASELINE_A","外事接待用餐报销时，除内部转账结算单和审批单外，还需提供什么材料？",false,"material","medium","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,2,1,3,false,true,"generation","编造大量未检索到的报销材料要求"
"BASELINE_B","外事接待用餐报销时，除内部转账结算单和审批单外，还需提供什么材料？",false,"material","medium","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,4,3,5,true,true,"generation","答案基本正确但编造了‘宴请菜单’来源"
"SYSTEM","外事接待用餐报销时，除内部转账结算单和审批单外，还需提供什么材料？",false,"material","medium","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,2,1,3,false,true,"generation","回答严重偏离标准答案，编造多项无依据材料"
"BASELINE_A","使用院外经费在食堂用餐，研究院能开具增值税专用发票吗？",false,"policy","medium","campus_life_kb","ANSWER",0.0,0.0,0.0,0.0,1,3,2,false,false,"retrieval","应答但未检索到证据，错误拒答"
"BASELINE_B","使用院外经费在食堂用餐，研究院能开具增值税专用发票吗？",false,"policy","medium","campus_life_kb","ANSWER",1.0,1.0,1.0,0.2,5,5,5,true,false,"none","回答准确且完全依据证据"
"SYSTEM","使用院外经费在食堂用餐，研究院能开具增值税专用发票吗？",false,"policy","medium","campus_life_kb","ANSWER",1.0,1.0,1.0,0.16666666666666666,5,4,5,true,true,"generation","答案正确但编造了联系人和开票细节"
"BASELINE_A","学生服务中心为支持学生证注册核验工作，采购了几种专用设备？请列举名称。",false,"material","medium","finance_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"retrieval","应答但未检索到证据，错误拒答"
"BASELINE_B","学生服务中心为支持学生证注册核验工作，采购了几种专用设备？请列举名称。",false,"material","medium","finance_kb","ANSWER",0.0,0.0,0.0,0.0,4,4,5,true,true,"generation","多列1项耗材，标准答案未包含"
"SYSTEM","学生服务中心为支持学生证注册核验工作，采购了几种专用设备？请列举名称。",false,"material","medium","finance_kb","ANSWER",1.0,0.5,1.0,0.25,4,4,5,true,true,"generation","多列一项耗材，非设备"
"BASELINE_A","学生证自助注册机的采购单价和数量分别是多少？",false,"procedure","easy","finance_kb","ANSWER",0.0,0.0,0.0,0.0,1,5,2,false,false,"fallback","应答而未答，错误兜底"
